ID_Cliente,Nome,Endereco,CPF,Sexo,Data_Nascimento,Email,Telefone,Status
428,Sabrina Moura,GO;Goiânia;Vila Brasília;Travessa Igor da Mota,674.580.392-56,Masculino,1993-01-08,vnovaes@yahoo.com.br,(62) 95816-3725,Ativo
429,Eloah Monteiro,GO;Goiânia;Setor Oeste;Distrito de Fernandes,397.026.185-68,Feminino,1994-04-04,maria06@uol.com.br,(62) 95432-8052,Ativo
430,Otávio da Cruz,GO;Goiânia;Jardim Goiás;Pátio de Carvalho,264.597.381-73,Masculino,1960-06-01,nogueiraagatha@silveira.br,(62) 98366-9499,Ativo
431,Pedro Miguel Monteiro,GO;Goiânia;Setor Oeste;Pátio de Gomes,402.638.951-06,Feminino,1969-04-16,rafaelanovaes@ig.com.br,(62) 96408-8586,Inativo
432,Sra. Bárbara da Luz,GO;Goiânia;Centro;Vale de Cavalcanti,230.516.948-51,Masculino,1985-01-27,joao-vitorrodrigues@santos.net,(62) 97909-2712,Ativo
433,Bárbara Cardoso,GO;Goiânia;Vila Brasília;Favela Silveira,791.062.543-06,Masculino,1979-07-11,rcosta@mendes.net,(62) 95707-6110,Ativo
434,João Miguel Silveira,GO;Aparecida de Goiânia;Setor Oeste;Loteamento Eduardo Almeida,598.216.370-86,Feminino,1977-09-01,mmendes@uol.com.br,(62) 95706-8801,Ativo
435,Pietra Nunes,GO;Goiânia;Centro;Largo Pires,796.510.248-01,Masculino,2008-12-05,costaemanuelly@farias.br,(62) 94919-1732,Trancado
436,Otávio Rodrigues,GO;Goiânia;Vila Brasília;Praia Correia,280.137.956-59,Feminino,1986-10-23,ana-clara71@goncalves.net,(62) 91791-3692,Cancelado
437,Mirella Viana,GO;Aparecida de Goiânia;Jardim Goiás;Condomínio de Cunha,256.791.834-55,Masculino,1975-12-21,joaquimcarvalho@pinto.com,(62) 99042-3623,Ativo
438,Maysa Rodrigues,GO;Aparecida de Goiânia;Jardim Goiás;Condomínio Nathan Carvalho,568.974.302-00,Masculino,1965-09-24,isabellycampos@ig.com.br,(62) 96636-4022,Ativo
439,Bryan Mendes,GO;Aparecida de Goiânia;Centro;Viaduto de das Neves,403.675.218-90,Masculino,1999-11-17,mourafernando@nascimento.com,(62) 93232-8365,Ativo
440,João Vitor Alves,GO;Goiânia;Vila Brasília;Travessa Bárbara da Rosa,724.150.869-67,Masculino,1996-03-17,gustavo43@uol.com.br,(62) 93371-5560,Inativo
441,Evelyn Nascimento,GO;Goiânia;Jardim Goiás;Sítio Novaes,302.695.748-83,Masculino,1963-07-31,melissada-rocha@ig.com.br,(62) 98796-4063,Ativo
442,Dr. Renan Ribeiro,GO;Aparecida de Goiânia;Vila Brasília;Avenida de Jesus,493.587.061-39,Masculino,1983-04-13,hcardoso@ig.com.br,(62) 94298-9019,Ativo
443,Milena da Cruz,GO;Aparecida de Goiânia;Vila Brasília;Colônia Moraes,051.873.429-32,Feminino,1998-11-08,srocha@da.net,(62) 96431-2871,Ativo
444,Camila Barros,GO;Aparecida de Goiânia;Centro;Parque de Carvalho,630.718.459-01,Masculino,1967-07-25,oda-costa@ig.com.br,(62) 94873-2388,Ativo
445,Milena Nascimento,GO;Goiânia;Vila Brasília;Estação de Nogueira,173.045.896-39,Masculino,1978-04-22,anthony11@gmail.com,(62) 95003-2916,Ativo
446,Melissa Pinto,GO;Aparecida de Goiânia;Setor Bueno;Sítio Porto,189.670.524-30,Feminino,1979-11-18,martinscaue@nunes.br,(62) 96852-3258,Ativo
447,Sr. Augusto Costela,GO;Aparecida de Goiânia;Setor Oeste;Lago de Teixeira,582.390.164-05,Feminino,1998-09-17,davifernandes@cardoso.org,(62) 98804-3838,Ativo
448,Beatriz Rodrigues,GO;Goiânia;Setor Oeste;Sítio de da Rosa,103.895.267-03,Masculino,2006-11-17,lara88@hotmail.com,(62) 93065-6154,Trancado
449,Isabella Freitas,GO;Aparecida de Goiânia;Vila Brasília;Favela de Cardoso,629.308.745-38,Masculino,1968-04-27,vieiraluiz-gustavo@yahoo.com.br,(62) 97939-3236,Ativo
450,Sabrina Fogaça,GO;Aparecida de Goiânia;Jardim Goiás;Loteamento Carvalho,603.829.451-15,Feminino,2002-08-30,heloisa89@peixoto.br,(62) 96703-9056,Ativo
451,Dr. Yago Fogaça,GO;Goiânia;Setor Oeste;Colônia de Barros,847.092.531-88,Masculino,1969-07-15,anthony16@nascimento.com,(62) 91354-1505,Inativo
452,Ian Nogueira,GO;Goiânia;Jardim Goiás;Vereda Moura,402.516.379-99,Masculino,1971-11-15,lrocha@hotmail.com,(62) 94503-4683,Ativo
453,Srta. Nicole Peixoto,GO;Goiânia;Setor Oeste;Pátio Sophia Lopes,849.371.260-40,Feminino,2007-09-04,ana-lauramoraes@uol.com.br,(62) 99006-9369,Ativo
454,Pedro Miguel Cardoso,GO;Aparecida de Goiânia;Vila Brasília;Viela de Teixeira,870.354.162-26,Feminino,1964-10-18,da-cunhaisabelly@cardoso.org,(62) 98880-1681,Inativo
455,Srta. Juliana Alves,GO;Goiânia;Setor Oeste;Rodovia Moraes,972.541.603-16,Masculino,2001-07-07,pereiramariana@farias.com,(62) 96965-2677,Inativo
456,Kevin Sales,GO;Goiânia;Jardim Goiás;Rodovia de Azevedo,493.058.761-10,Masculino,1985-05-17,enzo-gabriel53@goncalves.br,(62) 97368-5305,Ativo
457,Mariane Rodrigues,GO;Aparecida de Goiânia;Parque Amazônia;Praça Rodrigues,510.298.347-41,Masculino,1963-06-29,ramosrafael@yahoo.com.br,(62) 93882-4438,Trancado
458,Bruno Souza,GO;Goiânia;Centro;Praia Pires,376.285.901-95,Feminino,1994-07-30,fcosta@da.org,(62) 92719-3281,Inativo
459,Daniel Moraes,GO;Goiânia;Setor Oeste;Pátio Rodrigues,650.189.324-06,Feminino,1989-02-09,marina31@gomes.br,(62) 98720-5605,Ativo
460,Luna Costela,GO;Goiânia;Setor Bueno;Trevo Nina Alves,028.749.153-60,Feminino,1981-09-08,hcostela@gmail.com,(62) 94740-5380,Cancelado
461,Luana Gonçalves,GO;Goiânia;Parque Amazônia;Praça de da Paz,289.170.534-32,Feminino,1978-10-13,pereiraluiz-felipe@bol.com.br,(62) 90971-5543,Trancado
462,Rafaela Cavalcanti,GO;Goiânia;Parque Amazônia;Pátio Emanuella Lima,432.809.157-32,Masculino,2007-04-17,juliada-costa@costa.com,(62) 94090-3396,Inativo
463,Dra. Daniela das Neves,GO;Aparecida de Goiânia;Parque Amazônia;Largo Barros,041.265.837-26,Feminino,1982-06-15,gcaldeira@uol.com.br,(62) 98019-3329,Ativo
464,Augusto Almeida,GO;Goiânia;Jardim Goiás;Colônia Alves,916.823.574-73,Feminino,1963-02-15,muriloribeiro@yahoo.com.br,(62) 96146-8405,Ativo
465,Maria Clara Costela,GO;Aparecida de Goiânia;Vila Brasília;Trevo de Costa,534.178.092-23,Feminino,1982-02-12,pietra98@bol.com.br,(62) 96046-8449,Cancelado
466,Nicolas da Mota,GO;Aparecida de Goiânia;Centro;Pátio Vieira,547.618.902-58,Masculino,1972-09-15,cardosofernanda@bol.com.br,(62) 91526-8511,Ativo
467,Sra. Sophie Monteiro,GO;Aparecida de Goiânia;Setor Oeste;Avenida de da Mota,680.142.937-03,Feminino,1984-06-26,pintodaniel@uol.com.br,(62) 93568-8039,Trancado
468,Sra. Luna Teixeira,GO;Goiânia;Vila Brasília;Quadra de Santos,943.106.825-70,Feminino,1994-07-09,ana-laurasilva@nogueira.br,(62) 94646-6533,Ativo
469,Dra. Marcela Ferreira,GO;Aparecida de Goiânia;Centro;Via Farias,834.051.267-62,Feminino,1980-03-23,marina48@da.com,(62) 95631-1793,Ativo
470,Luiz Otávio Correia,GO;Aparecida de Goiânia;Setor Bueno;Jardim Aragão,264.905.871-49,Masculino,1959-09-03,pietro18@yahoo.com.br,(62) 92588-8230,Ativo
471,Mirella Cavalcanti,GO;Aparecida de Goiânia;Centro;Praça Moura,735.214.809-41,Masculino,2008-10-01,leticia98@hotmail.com,(62) 94945-3604,Trancado
472,Lucca Carvalho,GO;Goiânia;Centro;Praça Farias,042.138.697-50,Feminino,1993-04-30,lda-mata@rodrigues.org,(62) 94102-2350,Ativo
473,Melissa Nunes,GO;Goiânia;Parque Amazônia;Colônia Viana,092.187.645-94,Feminino,1966-05-26,castrovitor-gabriel@aragao.com,(62) 95005-4836,Ativo
474,Sra. Rafaela Cardoso,GO;Goiânia;Vila Brasília;Setor Gonçalves,230.459.786-65,Masculino,1973-05-06,kpires@melo.br,(62) 90017-4496,Ativo
475,Luiz Gustavo Peixoto,GO;Aparecida de Goiânia;Centro;Colônia Gomes,543.970.682-83,Masculino,1969-03-25,benjamindias@nogueira.com,(62) 98510-8291,Ativo
476,Sr. Paulo Melo,GO;Aparecida de Goiânia;Centro;Lago de Monteiro,265.413.798-82,Feminino,1967-08-19,barbosakamilly@hotmail.com,(62) 92165-8826,Ativo
477,Gabriel Sales,GO;Aparecida de Goiânia;Setor Bueno;Ladeira de da Conceição,259.368.041-51,Masculino,2004-08-10,maysa10@hotmail.com,(62) 91690-6133,Ativo
478,Igor Costela,GO;Goiânia;Vila Brasília;Setor de Sales,652.981.347-00,Feminino,1971-12-15,pedro-miguel76@uol.com.br,(62) 92181-3340,Ativo
479,Maria Alice Dias,GO;Goiânia;Jardim Goiás;Conjunto Nicolas Ramos,305.491.876-93,Masculino,1985-10-01,ksouza@carvalho.com,(62) 97210-6753,Inativo
480,Marcos Vinicius Peixoto,GO;Goiânia;Centro;Distrito Moreira,650.874.913-75,Feminino,1976-01-30,carlos-eduardocunha@da.com,(62) 93559-2420,Trancado
481,Bruno Farias,GO;Goiânia;Setor Bueno;Via Azevedo,765.390.248-00,Feminino,1964-10-27,wda-costa@ribeiro.org,(62) 95759-8035,Ativo
482,Sophia da Luz,GO;Aparecida de Goiânia;Parque Amazônia;Parque de Costela,984.513.670-20,Feminino,1993-10-29,novaesana-carolina@vieira.org,(62) 91380-5065,Ativo
483,Srta. Juliana Caldeira,GO;Goiânia;Parque Amazônia;Via Ana Carolina da Mota,795.863.402-10,Masculino,1974-06-22,pietracardoso@ig.com.br,(62) 94942-4366,Ativo
484,Calebe Cavalcanti,GO;Goiânia;Jardim Goiás;Área de Duarte,819.740.253-14,Feminino,1964-11-14,benicio34@hotmail.com,(62) 94842-1894,Inativo
485,Bruno Barbosa,GO;Goiânia;Vila Brasília;Morro de Costela,405.623.197-43,Feminino,1997-12-09,barrospedro-lucas@gmail.com,(62) 91847-4949,Ativo
486,Dra. Ana Luiza Melo,GO;Aparecida de Goiânia;Setor Oeste;Esplanada de Santos,297.056.148-49,Masculino,1987-04-18,benjaminnascimento@azevedo.org,(62) 95916-6185,Ativo
487,Sabrina Silveira,GO;Goiânia;Centro;Travessa Sales,960.583.172-40,Masculino,1982-10-23,renangoncalves@yahoo.com.br,(62) 97717-2195,Ativo
488,André da Conceição,GO;Aparecida de Goiânia;Vila Brasília;Quadra de Ferreira,214.795.036-06,Feminino,1980-08-22,dcastro@da.org,(62) 93534-1652,Cancelado
489,Eloah Pires,GO;Aparecida de Goiânia;Centro;Pátio de Santos,627.845.910-85,Feminino,2003-10-31,rodriguesbruno@gomes.br,(62) 98209-7806,Ativo
490,Emanuella Barbosa,GO;Goiânia;Setor Bueno;Via Emilly Rezende,961.735.082-30,Masculino,2001-10-23,marianaalves@cavalcanti.com,(62) 94546-2369,Ativo
491,Bruno da Mata,GO;Aparecida de Goiânia;Parque Amazônia;Setor da Costa,597.183.062-77,Feminino,2009-05-17,mpinto@melo.com,(62) 96401-2083,Ativo
492,Bianca da Rosa,GO;Aparecida de Goiânia;Centro;Distrito Campos,309.687.215-59,Masculino,1981-05-14,zcaldeira@pinto.br,(62) 90948-5005,Ativo
493,João Cardoso,GO;Goiânia;Centro;Pátio Camila Ribeiro,420.738.965-29,Feminino,1979-11-18,nsouza@ig.com.br,(62) 99975-1901,Ativo
494,Olivia da Cruz,GO;Aparecida de Goiânia;Vila Brasília;Distrito Ramos,831.564.792-09,Masculino,2006-12-27,maria-vitoria96@gmail.com,(62) 92248-1185,Ativo
495,Luiz Felipe Lopes,GO;Aparecida de Goiânia;Parque Amazônia;Parque de da Rosa,710.856.329-03,Feminino,1967-04-23,eloah07@hotmail.com,(62) 92735-7092,Ativo
496,Sr. Diogo Alves,GO;Aparecida de Goiânia;Vila Brasília;Loteamento de Correia,178.362.459-00,Masculino,1984-10-09,jesuspaulo@bol.com.br,(62) 90480-6488,Trancado
497,Lorenzo Pereira,GO;Aparecida de Goiânia;Centro;Residencial Viana,418.605.927-67,Masculino,1984-12-19,evelynpinto@gomes.br,(62) 94308-2262,Ativo
498,Pedro Miguel Pires,GO;Aparecida de Goiânia;Centro;Núcleo das Neves,137.028.459-41,Feminino,1993-10-31,ana-beatriz33@vieira.br,(62) 99287-3734,Ativo
499,Esther Fogaça,GO;Goiânia;Setor Bueno;Praça de Duarte,608.712.459-49,Masculino,2004-05-26,yasmin63@gmail.com,(62) 93742-9336,Ativo
500,Julia da Mota,GO;Goiânia;Setor Bueno;Conjunto de Santos,629.841.307-31,Masculino,2001-07-07,pereirafernando@ig.com.br,(62) 97729-6963,Ativo
501,Pedro Lucas Novaes,GO;Goiânia;Jardim Goiás;Parque de Araújo,106.854.972-67,Masculino,2002-04-08,pedroda-rocha@gmail.com,(62) 99058-7870,Ativo
502,Dra. Ana Ramos,GO;Goiânia;Vila Brasília;Vereda Aragão,389.572.016-02,Feminino,2002-10-02,luccadas-neves@yahoo.com.br,(62) 94444-2276,Ativo
503,Maria Luiza Cavalcanti,GO;Goiânia;Jardim Goiás;Alameda Alícia Cardoso,421.038.756-80,Masculino,1967-02-16,cavalcantigustavo-henrique@yahoo.com.br,(62) 92938-4656,Trancado
504,Marina Cardoso,GO;Aparecida de Goiânia;Setor Oeste;Recanto Laura Viana,294.017.635-34,Masculino,1973-11-20,olopes@uol.com.br,(62) 97620-5625,Inativo
505,Davi Lucca Silveira,GO;Goiânia;Setor Oeste;Vila de Costela,351.702.684-08,Masculino,1976-11-23,laraaraujo@silveira.com,(62) 99061-8483,Ativo
506,Guilherme Rocha,GO;Aparecida de Goiânia;Setor Bueno;Trecho de Lima,863.215.940-24,Feminino,1973-02-19,marina84@sales.br,(62) 93974-8600,Ativo
507,Emanuel Rodrigues,GO;Goiânia;Setor Bueno;Esplanada Bernardo Silva,168.942.530-05,Masculino,1989-01-27,ufogaca@bol.com.br,(62) 92466-1104,Cancelado
508,Nicolas Oliveira,GO;Aparecida de Goiânia;Parque Amazônia;Distrito Stella Lopes,562.710.983-12,Feminino,1979-07-20,haraujo@hotmail.com,(62) 90157-6488,Ativo
509,André Lopes,GO;Goiânia;Jardim Goiás;Via de Peixoto,643.810.279-22,Feminino,2006-06-01,kevin79@dias.com,(62) 91703-4361,Ativo
510,Sophia Pinto,GO;Goiânia;Centro;Parque de Duarte,704.385.691-48,Feminino,1981-03-15,joao-vitorbarros@uol.com.br,(62) 90981-3332,Inativo
511,Alexia Gomes,GO;Aparecida de Goiânia;Jardim Goiás;Passarela Davi Lucca Lopes,501.386.274-44,Masculino,1960-10-16,igomes@azevedo.com,(62) 98515-7767,Inativo
512,Mariana Barros,GO;Aparecida de Goiânia;Centro;Praça de das Neves,510.879.643-93,Masculino,1986-05-06,psales@gmail.com,(62) 99515-2565,Ativo
513,Bryan da Mota,GO;Aparecida de Goiânia;Setor Oeste;Trecho Ramos,104.825.396-15,Masculino,2008-11-07,barrosluiz-henrique@gmail.com,(62) 97126-3141,Ativo
514,Cauê Lopes,GO;Goiânia;Centro;Chácara Thales Farias,378.269.104-04,Feminino,1969-08-25,hcosta@bol.com.br,(62) 95345-6211,Ativo
515,Melissa da Rocha,GO;Goiânia;Jardim Goiás;Distrito de Santos,371.284.659-28,Masculino,2006-11-14,salescaua@alves.br,(62) 92230-2785,Ativo
516,Cauê das Neves,GO;Aparecida de Goiânia;Setor Bueno;Condomínio Duarte,314.982.065-06,Feminino,1984-04-28,msilva@uol.com.br,(62) 95145-7660,Ativo
517,Lorenzo da Mata,GO;Goiânia;Centro;Loteamento de Barros,815.397.624-91,Feminino,1977-09-24,csouza@ferreira.com,(62) 95051-8591,Ativo
518,Emanuelly Moura,GO;Aparecida de Goiânia;Setor Bueno;Fazenda Correia,247.830.695-65,Masculino,1966-03-27,mpereira@da.br,(62) 94984-1660,Ativo
519,Arthur Fogaça,GO;Goiânia;Parque Amazônia;Trevo de Gomes,134.895.762-09,Masculino,1975-10-29,freitaslevi@novaes.br,(62) 94066-6828,Ativo
520,Srta. Ana Luiza da Mata,GO;Aparecida de Goiânia;Jardim Goiás;Loteamento Augusto da Luz,128.739.064-13,Feminino,1993-10-28,maria-sophia32@yahoo.com.br,(62) 94262-3848,Ativo
521,Breno da Cunha,GO;Goiânia;Centro;Colônia Castro,108.452.967-01,Masculino,2005-10-18,bruna90@farias.br,(62) 91551-8570,Ativo
522,Vicente Melo,GO;Aparecida de Goiânia;Setor Oeste;Ladeira Silveira,570.629.431-34,Masculino,1990-05-18,fernanda47@yahoo.com.br,(62) 91010-4641,Ativo
523,Dra. Alexia da Conceição,GO;Goiânia;Centro;Estação de Ferreira,531.780.296-21,Masculino,1987-07-02,theosales@farias.br,(62) 99540-5240,Cancelado
524,Isabel Melo,GO;Goiânia;Setor Oeste;Residencial da Conceição,851.364.270-35,Masculino,1986-03-10,pedro-henrique30@bol.com.br,(62) 93239-8265,Trancado
525,Nina da Costa,GO;Aparecida de Goiânia;Parque Amazônia;Residencial Lima,140.379.265-80,Masculino,1995-03-07,otaviorodrigues@yahoo.com.br,(62) 90699-8552,Ativo
526,Leandro Moraes,GO;Aparecida de Goiânia;Setor Bueno;Recanto Moraes,142.593.068-98,Feminino,2004-07-04,fernandesguilherme@gomes.com,(62) 98128-1483,Ativo
527,Renan Nogueira,GO;Aparecida de Goiânia;Setor Bueno;Conjunto Amanda Vieira,426.589.170-58,Feminino,1988-05-01,ferreiraotavio@bol.com.br,(62) 93517-4066,Ativo
528,Heitor Lima,GO;Aparecida de Goiânia;Centro;Quadra Ana Beatriz Oliveira,612.437.985-64,Masculino,1965-05-27,lviana@uol.com.br,(62) 94026-5835,Ativo
529,Alice Araújo,GO;Goiânia;Parque Amazônia;Chácara Caldeira,062.359.871-02,Masculino,1988-03-21,laurajesus@silva.org,(62) 94583-7275,Ativo
530,Pietro Cavalcanti,GO;Aparecida de Goiânia;Jardim Goiás;Vereda Pedro Henrique Almeida,382.459.107-32,Masculino,1982-04-09,heloisa75@costa.com,(62) 98907-1319,Cancelado
531,Mariane da Paz,GO;Aparecida de Goiânia;Setor Bueno;Passarela Camila da Mata,317.049.562-34,Feminino,1967-05-21,da-costakamilly@silveira.net,(62) 95636-9231,Ativo
532,Marcelo Ferreira,GO;Aparecida de Goiânia;Centro;Recanto Nathan Gonçalves,028.651.479-67,Masculino,2001-04-11,pintogustavo@ig.com.br,(62) 95224-4588,Ativo
533,Ana Luiza Sales,GO;Goiânia;Setor Bueno;Trecho Jesus,768.102.359-30,Feminino,1984-07-29,snogueira@gmail.com,(62) 98674-6856,Inativo
534,Pedro Pires,GO;Goiânia;Setor Bueno;Campo de da Luz,025.461.837-53,Masculino,1962-06-24,biancaramos@yahoo.com.br,(62) 94060-4951,Ativo
535,Brenda Moraes,GO;Aparecida de Goiânia;Parque Amazônia;Rodovia de Souza,461.853.970-48,Feminino,2004-03-19,rcunha@ig.com.br,(62) 95813-3846,Ativo
536,Cauê Martins,GO;Aparecida de Goiânia;Vila Brasília;Feira de Cavalcanti,231.508.476-80,Feminino,1999-08-25,ccampos@gmail.com,(62) 99692-1462,Inativo
537,Thomas Nogueira,GO;Aparecida de Goiânia;Vila Brasília;Jardim Rodrigues,902.783.456-38,Masculino,1988-02-29,fernandesenzo@cardoso.br,(62) 99225-4084,Trancado
538,Nicole Gomes,GO;Goiânia;Setor Bueno;Via de Souza,302.879.614-78,Feminino,1974-12-03,ana-juliasouza@carvalho.com,(62) 92876-9035,Ativo
539,Caroline da Rocha,GO;Aparecida de Goiânia;Vila Brasília;Condomínio Sales,176.530.489-00,Masculino,1998-05-23,theo98@hotmail.com,(62) 90326-9625,Ativo
540,Benjamin Viana,GO;Aparecida de Goiânia;Centro;Vila de Correia,241.867.950-02,Masculino,1982-02-05,nathanfernandes@moraes.com,(62) 92137-6582,Inativo
541,Lorena Ferreira,GO;Aparecida de Goiânia;Centro;Travessa Azevedo,023.458.971-04,Masculino,2004-01-12,mendesana-beatriz@da.br,(62) 92420-3320,Inativo
542,Sr. Kaique Cardoso,GO;Aparecida de Goiânia;Setor Bueno;Avenida Araújo,073.528.419-97,Feminino,1997-02-06,marcelobarbosa@gmail.com,(62) 96481-2655,Ativo
543,Luiz Otávio Nascimento,GO;Goiânia;Parque Amazônia;Praça Carlos Eduardo Duarte,682.039.714-31,Masculino,2005-12-25,ybarros@costela.br,(62) 97157-8982,Ativo
544,Bryan Alves,GO;Aparecida de Goiânia;Setor Bueno;Trevo Manuela Farias,019.836.274-96,Feminino,1975-01-13,alvesmilena@hotmail.com,(62) 93657-3872,Ativo
545,Cauê Novaes,GO;Goiânia;Setor Bueno;Morro Oliveira,459.681.270-58,Masculino,1992-02-26,cardosoluiz-fernando@sales.br,(62) 90029-7415,Trancado
546,Dra. Luiza Freitas,GO;Goiânia;Setor Oeste;Área Marcelo Freitas,152.093.467-06,Feminino,1964-11-30,eloahdias@vieira.net,(62) 93619-2705,Cancelado
547,Joana Jesus,GO;Goiânia;Parque Amazônia;Setor Monteiro,038.716.925-30,Masculino,1965-04-30,larissa67@nascimento.br,(62) 93899-6682,Cancelado
548,Otávio Mendes,GO;Goiânia;Setor Bueno;Parque Rezende,186.572.394-00,Masculino,1977-06-11,mendesmirella@pereira.com,(62) 95500-8317,Ativo
549,Srta. Ana Alves,GO;Goiânia;Centro;Trevo de Alves,456.092.813-42,Masculino,1978-09-05,fariassophia@bol.com.br,(62) 95742-5205,Inativo
550,Henrique Martins,GO;Aparecida de Goiânia;Jardim Goiás;Vale Gabrielly Lopes,057.841.392-23,Feminino,1977-07-30,brezende@alves.br,(62) 97179-7875,Cancelado
551,Leonardo da Mata,GO;Aparecida de Goiânia;Vila Brasília;Largo de Barbosa,290.175.683-21,Feminino,1977-02-18,catarina23@ig.com.br,(62) 95754-9946,Ativo
552,Raquel Dias,GO;Goiânia;Setor Oeste;Favela Martins,035.964.872-00,Masculino,1963-09-19,arthur58@ig.com.br,(62) 92664-8393,Ativo
553,Isadora Peixoto,GO;Goiânia;Setor Oeste;Núcleo Barbosa,596.823.740-65,Masculino,1964-06-08,gustavo-henrique05@bol.com.br,(62) 95221-5278,Cancelado
554,Davi Lucas Araújo,GO;Goiânia;Setor Oeste;Condomínio de Souza,902.358.461-98,Masculino,1966-10-22,daniela89@da.br,(62) 96151-3636,Inativo
555,Otávio Ribeiro,GO;Goiânia;Vila Brasília;Feira de Pires,359.621.740-70,Feminino,2004-06-08,luiz-otavio39@yahoo.com.br,(62) 90507-8066,Cancelado
556,Sra. Isabelly Cardoso,GO;Goiânia;Setor Bueno;Condomínio Davi Lucca Oliveira,836.541.279-91,Feminino,1983-07-13,manuela79@porto.com,(62) 92573-1877,Ativo
557,Lívia da Conceição,GO;Aparecida de Goiânia;Setor Oeste;Alameda Maria Sophia da Cunha,216.943.057-16,Feminino,1998-10-10,joao-guilhermeramos@gmail.com,(62) 99078-9849,Ativo
558,Cauê Silva,GO;Aparecida de Goiânia;Setor Bueno;Morro Porto,834.025.679-38,Masculino,1995-08-07,imoraes@uol.com.br,(62) 91571-1813,Ativo
559,Marina Porto,GO;Aparecida de Goiânia;Parque Amazônia;Largo Ana Laura da Luz,981.704.236-78,Masculino,1989-03-24,ucunha@hotmail.com,(62) 95911-1062,Ativo
560,Rebeca Freitas,GO;Goiânia;Parque Amazônia;Vale de Lopes,652.109.374-61,Feminino,1966-03-04,catarina50@gomes.br,(62) 93271-2589,Ativo
561,João Felipe Gomes,GO;Aparecida de Goiânia;Jardim Goiás;Setor de da Mota,342.018.567-71,Feminino,1970-11-05,marcos-vinicius77@da.com,(62) 91342-8758,Trancado
562,Luigi Araújo,GO;Aparecida de Goiânia;Setor Bueno;Chácara Pietra das Neves,769.201.835-95,Feminino,1984-09-21,isabella67@ramos.com,(62) 98013-5341,Ativo
563,Srta. Giovanna da Cruz,GO;Goiânia;Setor Oeste;Vereda de Alves,506.894.273-10,Feminino,1994-01-31,ana-vitoria81@ig.com.br,(62) 96249-7052,Ativo
564,Daniel Nascimento,GO;Aparecida de Goiânia;Vila Brasília;Estação de Azevedo,183.076.524-80,Feminino,1974-07-25,brenda27@sales.net,(62) 97619-5315,Ativo
565,Olivia Ferreira,GO;Aparecida de Goiânia;Vila Brasília;Morro de Viana,824.619.357-00,Masculino,2001-04-26,luizamonteiro@uol.com.br,(62) 92476-2584,Ativo
566,Evelyn Castro,GO;Aparecida de Goiânia;Vila Brasília;Feira de Araújo,519.738.642-82,Feminino,1974-06-23,ana-beatriz75@pereira.br,(62) 99662-4727,Ativo
567,Gabriel Santos,GO;Goiânia;Jardim Goiás;Residencial Natália das Neves,568.739.410-93,Feminino,1974-03-20,martinsluiz-henrique@ig.com.br,(62) 98773-8779,Ativo
568,Sr. Henrique Porto,GO;Goiânia;Vila Brasília;Avenida de Silveira,061.852.439-89,Feminino,1987-06-19,estherda-rocha@melo.com,(62) 91293-7468,Cancelado
569,João Guilherme Teixeira,GO;Goiânia;Setor Bueno;Área Ian Gomes,830.764.521-26,Masculino,1973-01-30,sdias@moura.net,(62) 91970-8357,Ativo
570,Antônio Dias,GO;Aparecida de Goiânia;Setor Bueno;Setor de da Costa,241.068.359-24,Masculino,2002-07-22,fogacarafaela@nascimento.br,(62) 92067-1699,Ativo
571,Vicente Novaes,GO;Goiânia;Centro;Chácara Leonardo Oliveira,473.029.815-23,Masculino,1972-10-18,ana-carolina80@yahoo.com.br,(62) 99749-5225,Ativo
572,Emilly Rocha,GO;Aparecida de Goiânia;Vila Brasília;Lagoa de Melo,730.816.259-12,Feminino,1978-12-07,faragao@moura.com,(62) 99115-7510,Ativo
573,Pedro Lucas Cardoso,GO;Goiânia;Jardim Goiás;Área Martins,830.692.514-98,Feminino,1966-01-25,carolinefarias@da.br,(62) 90202-9561,Inativo
574,Dra. Maria Vitória Oliveira,GO;Goiânia;Setor Oeste;Campo de Nascimento,753.298.041-32,Masculino,1959-12-16,rebecarodrigues@bol.com.br,(62) 92428-2641,Cancelado
575,Vitor Gabriel Alves,GO;Aparecida de Goiânia;Vila Brasília;Condomínio Ana Júlia Gonçalves,287.154.360-71,Feminino,1970-08-10,joao-vitorpires@azevedo.br,(62) 96732-5327,Ativo
576,Dra. Emanuelly Silveira,GO;Goiânia;Vila Brasília;Rua Ribeiro,354.961.280-05,Feminino,1981-07-07,gustavo-henriquegoncalves@bol.com.br,(62) 90613-3821,Ativo
577,Ian Peixoto,GO;Aparecida de Goiânia;Parque Amazônia;Morro das Neves,187.205.364-53,Feminino,1971-10-10,acampos@da.net,(62) 90635-7484,Trancado
578,Sr. Diogo Freitas,GO;Aparecida de Goiânia;Centro;Estação Luiz Miguel Cavalcanti,893.041.627-69,Masculino,1978-12-01,vicente96@yahoo.com.br,(62) 90807-8785,Cancelado
579,Luiz Henrique Nogueira,GO;Aparecida de Goiânia;Parque Amazônia;Largo Cardoso,391.647.508-84,Feminino,1982-01-17,kda-rocha@gmail.com,(62) 94965-6094,Ativo
580,Daniel Silva,GO;Aparecida de Goiânia;Setor Oeste;Chácara de da Rosa,136.875.294-28,Masculino,1989-07-01,tmartins@bol.com.br,(62) 93734-3201,Ativo
