ID_funcionario,Nome,Genero,CPF,Telefone,Email,Endereco,Cargo,Estado_civil,Data_Nascimento,Data_admissao,Data_demissao,ID_Departamento,ID_Unidade
121,Fernando Rodrigues,Masculino,073.845.612-80,(62) 92061-4593,laviniapinto@nogueira.org,GO;Goiânia;Vila Brasília;Ladeira Luiz Otávio Cavalcanti,Recepcionista,Casado(a),2004-06-21,2024-11-08,,6,1
122,Clarice Santos,Masculino,572.413.980-41,(62) 96616-5625,gmoraes@lopes.com,GO;Goiânia;Vila Brasília;Lago Ana Lívia Viana,Recepcionista,Casado(a),1998-03-16,2017-04-05,,3,2
123,Dr. Vicente das Neves,Feminino,391.584.702-04,(62) 95384-8571,ymelo@gmail.com,GO;Aparecida de Goiânia;Parque Amazônia;Praça de Castro,Recepcionista,Divorciado(a),1996-03-17,2022-01-12,,4,3
124,Sr. Danilo Correia,Masculino,098.134.562-05,(62) 99492-1560,almeidasamuel@gmail.com,GO;Aparecida de Goiânia;Parque Amazônia;Conjunto de Martins,Consultor de Vendas,Solteiro(a),1980-01-18,2024-04-20,,2,2
125,Ana Beatriz Peixoto,Masculino,310.289.467-40,(62) 92342-1558,tda-cunha@gomes.br,GO;Goiânia;Setor Bueno;Estação Novaes,Faxineiro,Divorciado(a),1999-09-01,2023-09-03,,1,5
126,Sr. Bryan Cardoso,Feminino,524.617.308-90,(62) 97927-6634,ana-livia93@ig.com.br,GO;Aparecida de Goiânia;Setor Bueno;Lagoa Jesus,Faxineiro,Casado(a),1981-09-01,2020-02-18,,4,5
127,Nicolas Nascimento,Feminino,456.182.793-55,(62) 98943-8206,sofiasales@cardoso.br,GO;Aparecida de Goiânia;Centro;Fazenda Maria Cecília Oliveira,Consultor de Vendas,Divorciado(a),2000-07-04,2021-03-20,,3,2
128,Pedro Pires,Feminino,051.472.963-52,(62) 95586-8984,daviteixeira@porto.com,GO;Aparecida de Goiânia;Vila Brasília;Recanto Moraes,Consultor de Vendas,Solteiro(a),2003-12-26,2017-05-16,,6,3
129,Guilherme Moura,Feminino,691.435.827-37,(62) 91034-6987,melocalebe@duarte.org,GO;Goiânia;Jardim Goiás;Chácara Almeida,Administrativo,Casado(a),1977-03-12,2022-04-02,,1,2
130,Isadora Mendes,Feminino,764.328.915-82,(62) 91820-2970,joanarocha@jesus.com,GO;Aparecida de Goiânia;Vila Brasília;Loteamento Almeida,Recepcionista,Divorciado(a),1994-01-22,2024-06-02,,3,4
131,Sr. Vitor Gabriel da Costa,Feminino,390.428.176-31,(62) 99065-2359,peixotoeduardo@uol.com.br,GO;Goiânia;Vila Brasília;Fazenda Beatriz das Neves,Faxineiro,Casado(a),1965-06-11,2021-01-20,,2,2
132,Yago Gonçalves,Masculino,280.354.791-05,(62) 93255-6798,cauanascimento@moraes.br,GO;Goiânia;Vila Brasília;Avenida Pinto,Administrativo,Solteiro(a),1991-09-02,2017-08-25,,5,3
133,Maria Barros,Masculino,367.024.819-69,(62) 98697-3732,cribeiro@da.com,GO;Goiânia;Setor Oeste;Travessa de Gomes,Instrutor,Casado(a),1992-08-23,2023-02-12,,6,5
134,Miguel Nogueira,Masculino,087.243.956-92,(62) 92491-9860,silvamaria-clara@viana.org,GO;Aparecida de Goiânia;Vila Brasília;Recanto de Porto,Recepcionista,Divorciado(a),2002-11-27,2024-10-01,,1,4
135,Lívia da Costa,Feminino,437.298.561-46,(62) 96386-9548,gfernandes@dias.br,GO;Aparecida de Goiânia;Jardim Goiás;Largo Fernandes,Faxineiro,Divorciado(a),1997-10-18,2021-03-29,,2,3
136,Isabella Aragão,Masculino,138.769.054-00,(62) 91226-5117,esilveira@yahoo.com.br,GO;Aparecida de Goiânia;Parque Amazônia;Setor da Cruz,Recepcionista,Solteiro(a),2000-12-19,2018-09-07,,1,4
137,Vitor Gabriel Nunes,Masculino,413.706.258-71,(62) 92355-8879,maria-alicecavalcanti@oliveira.net,GO;Goiânia;Setor Bueno;Setor Davi Luiz das Neves,Faxineiro,Casado(a),1972-08-14,2016-08-23,,6,4
138,Sr. Luiz Gustavo Cardoso,Feminino,360.729.815-77,(62) 99689-4168,julia40@yahoo.com.br,GO;Aparecida de Goiânia;Setor Bueno;Setor de Campos,Instrutor,Casado(a),1986-12-10,2017-04-01,,3,2
139,Sophie das Neves,Feminino,942.385.076-65,(62) 92022-3487,mteixeira@aragao.br,GO;Aparecida de Goiânia;Setor Bueno;Avenida de Pereira,Recepcionista,Divorciado(a),2000-02-23,2016-10-24,,3,1
140,Henrique Cardoso,Masculino,698.073.425-38,(62) 98529-6098,alexandreoliveira@uol.com.br,GO;Goiânia;Vila Brasília;Sítio Araújo,Consultor de Vendas,Viúvo(a),1987-11-15,2024-05-28,,2,4
141,Sra. Maria Clara da Costa,Feminino,409.753.621-43,(62) 92045-9867,miguelalmeida@gmail.com,GO;Aparecida de Goiânia;Parque Amazônia;Avenida da Paz,Recepcionista,Solteiro(a),1970-04-06,2021-10-18,,6,3
142,Vinicius Silveira,Feminino,617.245.309-25,(62) 90671-7250,luana76@yahoo.com.br,GO;Goiânia;Setor Oeste;Colônia de Fogaça,Consultor de Vendas,Viúvo(a),2004-09-18,2021-06-20,,4,5
143,Clara da Mata,Masculino,510.768.392-40,(62) 97983-5769,gustavopires@uol.com.br,GO;Goiânia;Setor Bueno;Recanto de Caldeira,Instrutor,Divorciado(a),2000-09-30,2021-02-23,,2,4
144,Gabriela da Cunha,Feminino,682.147.590-30,(62) 96908-1928,esther21@hotmail.com,GO;Goiânia;Parque Amazônia;Vereda de Almeida,Gerente,Divorciado(a),1972-07-21,2017-08-19,,3,5
145,Dr. Lucca Nunes,Feminino,941.520.763-99,(62) 96875-5116,ianda-rocha@uol.com.br,GO;Goiânia;Setor Oeste;Aeroporto Clarice da Rosa,Instrutor,Solteiro(a),2006-01-28,2023-12-31,,6,4
146,Cauã Rezende,Masculino,529.176.430-99,(62) 99597-9109,diogoda-rocha@bol.com.br,GO;Aparecida de Goiânia;Setor Bueno;Recanto Vitória Pinto,Consultor de Vendas,Divorciado(a),1986-10-04,2023-01-06,,1,4
147,Marcos Vinicius Almeida,Feminino,738.205.961-86,(62) 99938-9502,milena80@yahoo.com.br,GO;Aparecida de Goiânia;Parque Amazônia;Esplanada de Gonçalves,Instrutor,Solteiro(a),1967-06-01,2023-09-03,,5,1
148,Maria Cecília da Cruz,Masculino,862.759.340-00,(62) 91924-4909,xaragao@da.br,GO;Aparecida de Goiânia;Setor Oeste;Quadra de da Rosa,Faxineiro,Solteiro(a),1990-06-23,2015-11-28,,3,4
149,Ana Carolina Moura,Feminino,582.691.307-02,(62) 99393-9564,xramos@campos.br,GO;Aparecida de Goiânia;Centro;Conjunto Porto,Consultor de Vendas,Viúvo(a),1966-03-30,2019-03-28,,6,1
150,Vitor Castro,Masculino,478.239.501-97,(62) 99288-3961,ana-laurateixeira@alves.com,GO;Aparecida de Goiânia;Centro;Loteamento de Farias,Instrutor,Divorciado(a),1999-01-02,2018-09-18,,4,1
