ID_aula,ID_modalidade,Data_aula,Horario_inicio,Instrutor,Lotacao,Presencas,ID_unidade
427,3,2025-07-21,17:00:00,Daniela Ferreira,15,5,5
428,4,2025-04-07,16:00:00,Agatha Nunes,12,12,5
429,1,2025-07-03,17:00:00,Daniela Ferreira,15,13,1
430,4,2025-06-11,08:00:00,Breno Cardoso,12,8,2
431,5,2025-05-19,08:00:00,Otávio Nogueira,12,8,2
432,2,2025-04-28,15:00:00,Thomas Azevedo,15,15,2
433,2,2025-04-29,17:00:00,Heitor Costela,15,13,2
434,1,2025-05-21,09:00:00,Thomas Azevedo,15,13,2
435,5,2025-07-16,10:00:00,Joana Silveira,12,5,3
436,3,2025-07-22,07:00:00,Thomas Azevedo,15,8,3
437,3,2025-07-16,18:00:00,Maria Cecília Martins,15,9,5
438,4,2025-04-07,17:00:00,Heitor Costela,12,8,5
439,2,2025-04-17,09:00:00,Marcela Melo,15,12,1
440,2,2025-05-28,15:00:00,Thomas Azevedo,15,13,1
441,3,2025-06-29,15:00:00,Emanuella da Cunha,15,7,2
442,3,2025-06-14,09:00:00,Joana Silveira,15,8,5
443,5,2025-07-14,10:00:00,Maria Duarte,12,12,1
444,1,2025-07-20,10:00:00,Maria Duarte,15,14,1
445,3,2025-07-15,09:00:00,Marcela Melo,15,5,3
446,1,2025-05-10,16:00:00,Sarah Dias,15,7,3
447,1,2025-06-16,17:00:00,Thomas Azevedo,15,9,3
448,4,2025-05-06,10:00:00,João Pinto,12,9,4
449,5,2025-07-26,09:00:00,Agatha Nunes,12,12,1
450,4,2025-04-20,16:00:00,Maria Duarte,12,8,2
451,1,2025-06-04,07:00:00,Daniela Ferreira,15,12,3
452,3,2025-07-29,09:00:00,Ana Sophia da Costa,15,15,5
453,1,2025-06-15,15:00:00,Sarah Dias,15,14,1
454,5,2025-06-08,08:00:00,Agatha Nunes,12,8,5
455,2,2025-07-07,07:00:00,Heitor Teixeira,15,7,2
456,4,2025-06-11,08:00:00,Breno Cardoso,12,7,3
457,3,2025-06-19,09:00:00,Joana Silveira,15,8,2
458,2,2025-07-10,16:00:00,Heitor Teixeira,15,7,4
459,5,2025-04-20,08:00:00,Marcela Melo,12,5,1
460,3,2025-05-23,10:00:00,Daniela Ferreira,15,5,1
461,3,2025-04-10,16:00:00,Marcela Melo,15,8,1
462,2,2025-05-17,10:00:00,Thomas Azevedo,15,10,1
463,5,2025-05-22,09:00:00,Lucca Martins,12,5,1
464,1,2025-07-13,16:00:00,Lucca Martins,15,11,4
465,5,2025-05-18,07:00:00,Maria Duarte,12,7,3
466,2,2025-06-05,08:00:00,Thomas Azevedo,15,12,4
467,2,2025-05-23,15:00:00,Stella da Mata,15,7,1
468,2,2025-06-01,18:00:00,Sarah Dias,15,5,2
469,2,2025-05-16,16:00:00,João Pinto,15,12,1
470,4,2025-06-20,17:00:00,Breno Cardoso,12,12,3
471,5,2025-06-27,16:00:00,Sarah Dias,12,12,1
472,3,2025-07-19,10:00:00,Stella da Mata,15,6,3
473,4,2025-05-06,10:00:00,Joana Silveira,12,8,4
474,2,2025-05-03,08:00:00,Stella da Mata,15,11,4
475,2,2025-06-19,17:00:00,Heitor Teixeira,15,5,4
476,2,2025-05-06,17:00:00,Daniela Ferreira,15,6,1
477,4,2025-05-12,08:00:00,Dra. Evelyn Gonçalves,12,9,3
478,3,2025-05-20,15:00:00,Emanuella da Cunha,15,15,3
479,2,2025-06-05,10:00:00,Breno Cardoso,15,15,4
480,3,2025-06-25,17:00:00,Heitor Costela,15,8,1
481,5,2025-04-11,18:00:00,Otávio Nogueira,12,7,3
482,1,2025-07-07,17:00:00,Agatha Nunes,15,11,3
483,2,2025-04-13,15:00:00,Emanuella da Cunha,15,9,1
484,5,2025-04-13,09:00:00,Daniela Ferreira,12,5,1
485,2,2025-07-01,09:00:00,Sarah Dias,15,5,5
486,5,2025-06-08,10:00:00,Ana Sophia da Costa,12,5,4
487,1,2025-07-24,15:00:00,Joana Silveira,15,9,3
488,4,2025-06-12,17:00:00,Otávio Nogueira,12,12,4
489,1,2025-06-18,15:00:00,Dra. Evelyn Gonçalves,15,13,4
490,3,2025-04-16,09:00:00,Emanuella da Cunha,15,15,3
491,4,2025-05-26,07:00:00,Joana Silveira,12,11,1
492,5,2025-05-29,10:00:00,Alice Moreira,12,9,5
493,2,2025-06-21,08:00:00,Daniela Ferreira,15,8,3
494,4,2025-06-14,07:00:00,Heitor Costela,12,9,4
495,3,2025-06-11,10:00:00,Maria Cecília Martins,15,14,1
496,5,2025-07-09,18:00:00,Emanuella da Cunha,12,12,3
497,4,2025-05-22,15:00:00,Lucca Martins,12,7,4
498,4,2025-07-22,08:00:00,Luiz Miguel Caldeira,12,7,5
499,1,2025-04-11,15:00:00,Otávio Nogueira,15,10,4
500,1,2025-07-10,10:00:00,Maria Cecília Martins,15,7,3
501,1,2025-07-26,08:00:00,Ana Sophia da Costa,15,10,5
502,5,2025-06-07,09:00:00,Thomas Azevedo,12,12,2
503,3,2025-06-30,07:00:00,Maria Duarte,15,15,3
504,4,2025-04-23,17:00:00,Sarah Dias,12,11,5
505,3,2025-04-09,07:00:00,Lucca Martins,15,8,5
506,1,2025-07-02,08:00:00,Stella da Mata,15,11,4
507,1,2025-04-08,08:00:00,Thomas Azevedo,15,8,3
508,3,2025-06-13,07:00:00,Heitor Teixeira,15,8,2
509,3,2025-04-22,08:00:00,Maria Cecília Martins,15,10,1
510,2,2025-04-18,07:00:00,Heitor Teixeira,15,5,3
511,3,2025-05-19,09:00:00,Emanuella da Cunha,15,8,1
512,1,2025-04-02,18:00:00,Ana Sophia da Costa,15,6,3
513,1,2025-05-04,09:00:00,Breno Cardoso,15,13,1
514,5,2025-05-02,18:00:00,Stella da Mata,12,6,1
515,5,2025-05-11,07:00:00,Marcela Melo,12,7,1
516,2,2025-06-04,09:00:00,Sarah Dias,15,8,1
517,4,2025-07-23,10:00:00,Emanuella da Cunha,12,9,2
518,4,2025-06-20,09:00:00,Lucca Martins,12,5,2
519,5,2025-04-02,15:00:00,Heitor Costela,12,6,1
520,1,2025-06-12,09:00:00,Lucca Martins,15,12,4
521,3,2025-06-07,07:00:00,Breno Cardoso,15,7,1
522,3,2025-07-10,08:00:00,Dra. Evelyn Gonçalves,15,13,3
523,2,2025-06-03,10:00:00,João Pinto,15,15,3
524,3,2025-06-07,08:00:00,Lucca Martins,15,9,3
525,4,2025-05-03,08:00:00,Daniela Ferreira,12,5,1
526,1,2025-05-04,07:00:00,Thomas Azevedo,15,8,1
527,5,2025-07-23,17:00:00,Heitor Costela,12,5,2
528,4,2025-06-09,10:00:00,Breno Cardoso,12,5,2
529,4,2025-04-04,08:00:00,Maria Duarte,12,7,2
530,2,2025-07-24,16:00:00,Lucca Martins,15,8,4
531,4,2025-05-28,09:00:00,Lucca Martins,12,8,5
532,5,2025-05-26,18:00:00,Emanuella da Cunha,12,5,5
533,1,2025-05-11,09:00:00,Ana Sophia da Costa,15,13,3
534,2,2025-06-23,16:00:00,Maria Cecília Martins,15,10,4
535,5,2025-04-03,15:00:00,Breno Cardoso,12,6,4
536,2,2025-05-22,18:00:00,Thomas Azevedo,15,5,2
537,4,2025-07-12,09:00:00,Emanuella da Cunha,12,6,5
538,5,2025-07-08,18:00:00,Agatha Nunes,12,11,2
539,2,2025-05-25,16:00:00,Maria Duarte,15,12,2
540,3,2025-07-12,09:00:00,João Pinto,15,9,2
541,4,2025-06-15,18:00:00,Sarah Dias,12,9,5
542,4,2025-04-12,08:00:00,João Pinto,12,5,3
543,4,2025-07-12,18:00:00,Luiz Miguel Caldeira,12,5,5
544,3,2025-04-21,09:00:00,Emanuella da Cunha,15,8,1
545,3,2025-07-05,16:00:00,Thomas Azevedo,15,6,5
546,4,2025-05-25,10:00:00,Thomas Azevedo,12,7,3
547,3,2025-06-01,10:00:00,Marcela Melo,15,10,5
548,4,2025-06-24,16:00:00,Otávio Nogueira,12,5,4
549,3,2025-05-31,17:00:00,Joana Silveira,15,11,5
550,2,2025-06-24,09:00:00,Marcela Melo,15,13,3
551,2,2025-06-17,07:00:00,Heitor Teixeira,15,7,2
552,1,2025-07-10,10:00:00,Maria Duarte,15,5,3
553,4,2025-04-25,18:00:00,Heitor Teixeira,12,7,4
554,1,2025-06-22,09:00:00,Luiz Miguel Caldeira,15,12,2
555,5,2025-05-11,16:00:00,Daniela Ferreira,12,9,2
556,2,2025-06-23,09:00:00,Alice Moreira,15,9,4
557,4,2025-07-25,10:00:00,Heitor Teixeira,12,9,3
558,3,2025-04-02,18:00:00,Joana Silveira,15,13,2
559,4,2025-04-07,08:00:00,Thomas Azevedo,12,11,4
560,5,2025-07-07,17:00:00,Sarah Dias,12,7,4
561,2,2025-07-21,16:00:00,Lucca Martins,15,14,5
562,3,2025-07-01,17:00:00,Alice Moreira,15,6,4
563,4,2025-05-15,16:00:00,Agatha Nunes,12,11,2
564,2,2025-04-09,08:00:00,Breno Cardoso,15,6,3
565,4,2025-05-12,18:00:00,Emanuella da Cunha,12,6,5
566,5,2025-06-21,07:00:00,Dra. Evelyn Gonçalves,12,5,3
567,5,2025-06-07,10:00:00,Heitor Costela,12,6,3
568,4,2025-07-28,09:00:00,Otávio Nogueira,12,9,1
569,4,2025-04-06,16:00:00,Sarah Dias,12,10,5
570,1,2025-06-29,08:00:00,Heitor Costela,15,11,2
571,4,2025-06-29,07:00:00,Breno Cardoso,12,11,4
572,5,2025-05-23,10:00:00,Maria Duarte,12,6,4
573,2,2025-06-21,09:00:00,Sarah Dias,15,6,3
574,3,2025-06-23,10:00:00,Lucca Martins,15,6,5
575,4,2025-05-18,10:00:00,Joana Silveira,12,10,1
576,3,2025-05-11,16:00:00,Maria Cecília Martins,15,11,1
577,4,2025-05-07,07:00:00,Breno Cardoso,12,11,3
578,5,2025-05-27,07:00:00,Luiz Miguel Caldeira,12,12,5
579,1,2025-04-01,15:00:00,Maria Cecília Martins,15,14,5
580,4,2025-07-19,07:00:00,Breno Cardoso,12,5,3
581,3,2025-06-27,15:00:00,Heitor Costela,15,7,1
582,2,2025-04-10,16:00:00,Maria Cecília Martins,15,15,5
583,4,2025-06-01,16:00:00,Lucca Martins,12,8,3
584,2,2025-06-04,15:00:00,Lucca Martins,15,11,1
585,2,2025-06-04,16:00:00,Dra. Evelyn Gonçalves,15,10,5
586,2,2025-04-05,09:00:00,João Pinto,15,9,4
587,2,2025-04-21,09:00:00,Heitor Costela,15,12,5
588,1,2025-05-08,08:00:00,Maria Duarte,15,7,3
589,5,2025-05-10,10:00:00,Lucca Martins,12,6,2
590,3,2025-05-07,07:00:00,Thomas Azevedo,15,8,2
591,2,2025-05-26,09:00:00,Luiz Miguel Caldeira,15,15,3
592,5,2025-05-14,08:00:00,Maria Duarte,12,11,1
593,1,2025-04-17,18:00:00,Maria Cecília Martins,15,11,3
594,3,2025-06-30,10:00:00,Heitor Teixeira,15,14,2
595,1,2025-04-26,17:00:00,Otávio Nogueira,15,6,1
596,3,2025-07-03,17:00:00,Dra. Evelyn Gonçalves,15,12,5
597,2,2025-05-26,16:00:00,Breno Cardoso,15,13,4
598,4,2025-07-29,16:00:00,Dra. Evelyn Gonçalves,12,5,4
599,1,2025-06-21,08:00:00,Alice Moreira,15,7,3
600,3,2025-05-13,07:00:00,Heitor Costela,15,9,2
601,2,2025-04-18,10:00:00,Maria Cecília Martins,15,9,5
602,4,2025-07-06,09:00:00,Sarah Dias,12,10,3
603,3,2025-07-07,17:00:00,Breno Cardoso,15,15,1
604,4,2025-06-08,07:00:00,Lucca Martins,12,6,4
605,1,2025-05-15,18:00:00,Ana Sophia da Costa,15,13,3
606,4,2025-05-19,07:00:00,Heitor Teixeira,12,9,3
607,4,2025-04-03,18:00:00,Agatha Nunes,12,5,5
608,3,2025-04-28,10:00:00,Alice Moreira,15,6,2
609,2,2025-06-14,16:00:00,Lucca Martins,15,5,4
610,3,2025-04-24,15:00:00,João Pinto,15,6,5
611,2,2025-04-09,09:00:00,Maria Cecília Martins,15,6,1
612,2,2025-04-23,15:00:00,Maria Duarte,15,9,1
613,4,2025-06-03,10:00:00,Maria Cecília Martins,12,5,3
614,1,2025-07-10,07:00:00,Joana Silveira,15,10,1
615,1,2025-06-01,07:00:00,Joana Silveira,15,9,3
616,1,2025-04-29,10:00:00,Marcela Melo,15,6,4
617,4,2025-06-13,09:00:00,Maria Duarte,12,12,4
618,2,2025-05-10,07:00:00,Sarah Dias,15,13,2
619,2,2025-05-02,15:00:00,Heitor Costela,15,8,3
620,4,2025-05-10,08:00:00,Otávio Nogueira,12,11,1
621,4,2025-04-16,10:00:00,Luiz Miguel Caldeira,12,12,1
622,5,2025-04-08,08:00:00,Thomas Azevedo,12,8,5
623,4,2025-06-25,10:00:00,Daniela Ferreira,12,7,4
624,5,2025-07-10,18:00:00,Maria Duarte,12,8,4
625,4,2025-07-30,10:00:00,Ana Sophia da Costa,12,11,1
626,2,2025-06-04,17:00:00,Otávio Nogueira,15,12,5
627,2,2025-06-30,17:00:00,Alice Moreira,15,15,3
628,4,2025-06-30,18:00:00,Luiz Miguel Caldeira,12,7,4
629,3,2025-07-08,09:00:00,Thomas Azevedo,15,15,5
630,2,2025-07-15,07:00:00,Lucca Martins,15,10,1
631,5,2025-05-24,18:00:00,Maria Cecília Martins,12,5,3
632,5,2025-06-20,07:00:00,Lucca Martins,12,12,1
633,4,2025-04-27,08:00:00,Heitor Teixeira,12,6,3
634,5,2025-04-06,10:00:00,Emanuella da Cunha,12,10,2
635,3,2025-06-11,16:00:00,Emanuella da Cunha,15,11,4
636,4,2025-05-26,16:00:00,Joana Silveira,12,6,1
637,5,2025-04-26,09:00:00,Otávio Nogueira,12,6,3
638,2,2025-04-03,07:00:00,Stella da Mata,15,5,5
639,5,2025-04-17,17:00:00,Sarah Dias,12,6,5
640,1,2025-04-17,08:00:00,Maria Duarte,15,5,5
641,1,2025-07-09,09:00:00,Marcela Melo,15,13,5
642,4,2025-06-20,16:00:00,Luiz Miguel Caldeira,12,10,2
643,2,2025-06-15,09:00:00,Sarah Dias,15,5,5
644,4,2025-07-08,16:00:00,Thomas Azevedo,12,7,4
645,1,2025-05-03,10:00:00,Luiz Miguel Caldeira,15,11,4
646,4,2025-06-30,16:00:00,Otávio Nogueira,12,9,5
647,1,2025-05-01,17:00:00,Maria Cecília Martins,15,15,5
648,1,2025-06-16,08:00:00,Dra. Evelyn Gonçalves,15,14,4
649,4,2025-05-14,08:00:00,Emanuella da Cunha,12,11,3
650,5,2025-05-28,18:00:00,Daniela Ferreira,12,12,3
651,1,2025-04-08,18:00:00,Alice Moreira,15,5,4
652,5,2025-04-15,09:00:00,Thomas Azevedo,12,6,5
653,4,2025-07-07,16:00:00,Heitor Teixeira,12,7,2
654,1,2025-07-14,15:00:00,Maria Duarte,15,10,5
655,5,2025-04-17,17:00:00,Daniela Ferreira,12,8,1
656,2,2025-05-24,15:00:00,Heitor Costela,15,12,1
657,5,2025-07-18,18:00:00,Stella da Mata,12,5,4
658,5,2025-06-24,08:00:00,Maria Cecília Martins,12,12,5
659,5,2025-06-24,15:00:00,Daniela Ferreira,12,6,2
660,4,2025-05-19,15:00:00,Sarah Dias,12,8,5
661,4,2025-04-20,07:00:00,Heitor Costela,12,6,2
662,4,2025-07-15,08:00:00,Thomas Azevedo,12,5,4
663,5,2025-04-14,07:00:00,Ana Sophia da Costa,12,12,4
664,3,2025-07-06,16:00:00,Otávio Nogueira,15,15,1
665,1,2025-04-24,18:00:00,Dra. Evelyn Gonçalves,15,6,4
666,4,2025-06-28,17:00:00,Heitor Costela,12,8,3
667,2,2025-04-15,17:00:00,Heitor Teixeira,15,5,2
668,3,2025-06-08,08:00:00,João Pinto,15,5,1
669,3,2025-04-20,08:00:00,Dra. Evelyn Gonçalves,15,7,1
670,2,2025-05-07,09:00:00,Lucca Martins,15,7,4
671,3,2025-04-21,18:00:00,Otávio Nogueira,15,11,2
672,1,2025-07-23,10:00:00,Alice Moreira,15,9,3
673,1,2025-05-22,15:00:00,Thomas Azevedo,15,13,4
674,3,2025-07-11,17:00:00,Heitor Teixeira,15,11,1
675,1,2025-05-02,16:00:00,Lucca Martins,15,14,1
676,2,2025-07-13,10:00:00,Sarah Dias,15,11,4
677,4,2025-07-17,09:00:00,Sarah Dias,12,5,3
678,4,2025-04-27,17:00:00,Agatha Nunes,12,10,2
679,1,2025-06-29,16:00:00,Emanuella da Cunha,15,13,2
680,4,2025-06-19,15:00:00,Marcela Melo,12,5,4
681,3,2025-05-12,18:00:00,Maria Duarte,15,9,1
682,3,2025-05-22,07:00:00,Maria Cecília Martins,15,9,1
683,5,2025-05-10,10:00:00,Daniela Ferreira,12,11,5
684,2,2025-07-24,08:00:00,Dra. Evelyn Gonçalves,15,15,2
685,4,2025-05-21,07:00:00,Marcela Melo,12,9,3
686,1,2025-06-22,17:00:00,Joana Silveira,15,7,1
687,2,2025-05-15,15:00:00,Marcela Melo,15,13,3
688,2,2025-06-11,16:00:00,Emanuella da Cunha,15,12,4
689,1,2025-06-25,17:00:00,Ana Sophia da Costa,15,9,5
690,1,2025-04-20,16:00:00,Breno Cardoso,15,8,3
691,5,2025-07-12,15:00:00,Emanuella da Cunha,12,10,3
692,5,2025-07-11,08:00:00,Joana Silveira,12,9,4
693,1,2025-06-17,16:00:00,Breno Cardoso,15,5,5
694,5,2025-07-13,09:00:00,Sarah Dias,12,7,5
695,1,2025-05-08,09:00:00,Lucca Martins,15,5,2
696,1,2025-05-31,08:00:00,Daniela Ferreira,15,10,3
697,5,2025-05-24,08:00:00,Alice Moreira,12,8,5
698,1,2025-06-30,07:00:00,Luiz Miguel Caldeira,15,7,3
699,3,2025-05-14,09:00:00,Thomas Azevedo,15,11,3
700,3,2025-06-29,15:00:00,Heitor Teixeira,15,9,4
701,4,2025-05-25,17:00:00,João Pinto,12,9,2
702,3,2025-06-03,16:00:00,Sarah Dias,15,14,2
703,3,2025-06-28,18:00:00,Ana Sophia da Costa,15,14,4
704,3,2025-04-21,08:00:00,Joana Silveira,15,9,1
705,4,2025-05-30,15:00:00,Stella da Mata,12,9,3
706,1,2025-06-25,09:00:00,Ana Sophia da Costa,15,8,1
707,1,2025-05-05,16:00:00,Stella da Mata,15,7,5
708,3,2025-06-26,07:00:00,Joana Silveira,15,9,4
709,1,2025-05-21,16:00:00,Stella da Mata,15,12,4
710,2,2025-06-27,17:00:00,Marcela Melo,15,13,4
711,1,2025-07-24,07:00:00,Maria Cecília Martins,15,10,1
712,5,2025-05-09,10:00:00,Heitor Teixeira,12,9,4
713,2,2025-04-24,07:00:00,Breno Cardoso,15,11,5
714,3,2025-07-25,10:00:00,Marcela Melo,15,13,5
715,2,2025-07-13,09:00:00,Stella da Mata,15,13,5
716,5,2025-04-05,18:00:00,Thomas Azevedo,12,8,2
717,4,2025-06-24,18:00:00,Ana Sophia da Costa,12,8,4
718,4,2025-04-14,16:00:00,Thomas Azevedo,12,6,2
719,3,2025-04-24,09:00:00,Heitor Costela,15,15,3
720,5,2025-05-18,07:00:00,Sarah Dias,12,11,3
721,5,2025-05-06,16:00:00,Dra. Evelyn Gonçalves,12,5,1
722,5,2025-06-21,16:00:00,Daniela Ferreira,12,9,5
723,4,2025-06-25,07:00:00,Maria Cecília Martins,12,12,1
724,2,2025-07-08,15:00:00,Alice Moreira,15,10,2
725,5,2025-04-20,15:00:00,João Pinto,12,6,3
726,3,2025-04-28,09:00:00,Heitor Teixeira,15,12,1
727,5,2025-04-20,09:00:00,Ana Sophia da Costa,12,11,5
728,1,2025-06-03,17:00:00,Daniela Ferreira,15,11,4
729,2,2025-06-07,08:00:00,Luiz Miguel Caldeira,15,6,2
730,1,2025-05-22,18:00:00,João Pinto,15,11,5
731,3,2025-05-01,09:00:00,João Pinto,15,10,4
732,1,2025-05-12,16:00:00,Marcela Melo,15,14,5
733,4,2025-06-24,10:00:00,Dra. Evelyn Gonçalves,12,7,4
734,5,2025-05-17,07:00:00,Lucca Martins,12,5,1
735,3,2025-07-23,18:00:00,Agatha Nunes,15,9,5
736,3,2025-07-23,08:00:00,Otávio Nogueira,15,14,5
737,3,2025-06-26,18:00:00,Dra. Evelyn Gonçalves,15,11,2
738,2,2025-06-26,18:00:00,Lucca Martins,15,8,2
739,2,2025-04-03,10:00:00,Agatha Nunes,15,11,5
740,5,2025-05-22,08:00:00,Ana Sophia da Costa,12,12,1
741,1,2025-04-19,18:00:00,Joana Silveira,15,15,4
742,3,2025-05-18,16:00:00,Marcela Melo,15,7,5
743,2,2025-06-04,08:00:00,Joana Silveira,15,7,1
744,1,2025-07-13,17:00:00,Heitor Teixeira,15,9,2
745,4,2025-07-12,17:00:00,Joana Silveira,12,12,1
746,3,2025-06-19,17:00:00,Emanuella da Cunha,15,13,4
747,5,2025-04-16,09:00:00,Breno Cardoso,12,12,2
748,3,2025-05-12,17:00:00,Agatha Nunes,15,13,2
749,2,2025-06-15,17:00:00,Daniela Ferreira,15,5,4
750,2,2025-05-22,18:00:00,Breno Cardoso,15,12,5
751,5,2025-05-07,09:00:00,Heitor Costela,12,8,5
752,5,2025-04-29,08:00:00,Joana Silveira,12,10,4
753,2,2025-05-17,10:00:00,Otávio Nogueira,15,6,4
754,3,2025-06-10,17:00:00,Heitor Teixeira,15,10,1
755,2,2025-07-18,09:00:00,Maria Duarte,15,12,5
756,4,2025-04-06,08:00:00,Breno Cardoso,12,6,4
757,3,2025-06-16,17:00:00,Heitor Teixeira,15,9,5
758,4,2025-05-17,08:00:00,João Pinto,12,7,3
759,4,2025-04-24,18:00:00,Luiz Miguel Caldeira,12,11,2
760,4,2025-07-07,18:00:00,Maria Cecília Martins,12,8,3
761,4,2025-06-27,17:00:00,Dra. Evelyn Gonçalves,12,8,5
762,4,2025-06-26,09:00:00,João Pinto,12,8,3
763,5,2025-06-01,09:00:00,Emanuella da Cunha,12,6,4
764,1,2025-06-04,17:00:00,João Pinto,15,7,4
765,4,2025-05-20,08:00:00,Thomas Azevedo,12,7,2
766,5,2025-07-06,09:00:00,Emanuella da Cunha,12,10,4
767,4,2025-05-25,15:00:00,Lucca Martins,12,7,2
768,5,2025-04-07,09:00:00,Ana Sophia da Costa,12,11,4
769,5,2025-04-03,10:00:00,Heitor Costela,12,10,4
770,2,2025-05-24,16:00:00,Heitor Teixeira,15,15,3
771,1,2025-04-29,16:00:00,Luiz Miguel Caldeira,15,14,5
772,4,2025-04-13,16:00:00,Agatha Nunes,12,10,1
773,1,2025-03-31,17:00:00,Otávio Nogueira,15,6,4
774,2,2025-07-24,15:00:00,Emanuella da Cunha,15,14,3
775,1,2025-07-21,10:00:00,Alice Moreira,15,7,3
776,5,2025-07-03,10:00:00,Breno Cardoso,12,7,4
777,1,2025-07-23,09:00:00,Heitor Costela,15,15,5
778,2,2025-07-09,09:00:00,Sarah Dias,15,10,2
779,2,2025-07-09,17:00:00,Stella da Mata,15,11,1
780,2,2025-06-03,07:00:00,Dra. Evelyn Gonçalves,15,11,5
781,1,2025-06-28,18:00:00,Marcela Melo,15,9,4
782,4,2025-06-18,18:00:00,Joana Silveira,12,7,3
783,3,2025-03-31,15:00:00,Thomas Azevedo,15,9,4
784,4,2025-04-13,10:00:00,Alice Moreira,12,9,5
785,2,2025-07-19,07:00:00,João Pinto,15,8,2
786,1,2025-06-17,15:00:00,Joana Silveira,15,15,2
787,2,2025-06-20,15:00:00,Dra. Evelyn Gonçalves,15,15,2
788,4,2025-06-14,16:00:00,Alice Moreira,12,7,1
789,5,2025-06-24,07:00:00,Luiz Miguel Caldeira,12,7,3
790,3,2025-07-20,08:00:00,Luiz Miguel Caldeira,15,8,2
791,2,2025-05-09,15:00:00,Dra. Evelyn Gonçalves,15,12,4
792,5,2025-07-21,10:00:00,Daniela Ferreira,12,12,5
793,2,2025-07-18,18:00:00,Alice Moreira,15,13,4
794,2,2025-05-06,09:00:00,Lucca Martins,15,13,5
795,3,2025-07-04,09:00:00,Maria Cecília Martins,15,15,5
796,4,2025-07-13,18:00:00,Stella da Mata,12,6,1
797,1,2025-05-07,10:00:00,Stella da Mata,15,5,5
798,1,2025-06-14,16:00:00,Emanuella da Cunha,15,7,4
799,5,2025-04-06,16:00:00,Alice Moreira,12,5,1
800,5,2025-07-04,17:00:00,Thomas Azevedo,12,9,4
801,5,2025-07-21,18:00:00,Luiz Miguel Caldeira,12,12,3
802,4,2025-07-09,08:00:00,Maria Duarte,12,6,3
803,2,2025-07-24,18:00:00,Agatha Nunes,15,9,4
804,3,2025-04-08,07:00:00,Otávio Nogueira,15,9,1
805,3,2025-07-19,09:00:00,Dra. Evelyn Gonçalves,15,9,2
806,2,2025-07-03,17:00:00,Luiz Miguel Caldeira,15,10,1
807,5,2025-07-12,09:00:00,Maria Duarte,12,8,4
808,5,2025-07-25,07:00:00,Luiz Miguel Caldeira,12,11,5
809,1,2025-05-05,18:00:00,Sarah Dias,15,11,2
810,1,2025-04-03,10:00:00,Stella da Mata,15,12,1
811,5,2025-07-06,15:00:00,Daniela Ferreira,12,8,2
812,4,2025-07-20,16:00:00,Alice Moreira,12,12,1
813,5,2025-07-08,17:00:00,Alice Moreira,12,9,3
814,2,2025-05-15,18:00:00,Marcela Melo,15,5,2
815,3,2025-05-17,17:00:00,Otávio Nogueira,15,15,1
816,4,2025-07-10,10:00:00,Heitor Costela,12,11,2
817,3,2025-04-13,16:00:00,Maria Duarte,15,8,1
818,3,2025-04-02,16:00:00,Heitor Teixeira,15,8,1
819,3,2025-04-20,08:00:00,Thomas Azevedo,15,11,1
820,1,2025-05-06,18:00:00,Marcela Melo,15,12,2
821,5,2025-06-17,07:00:00,Heitor Teixeira,12,10,1
822,3,2025-04-25,10:00:00,Breno Cardoso,15,6,1
823,2,2025-05-24,07:00:00,Marcela Melo,15,8,1
824,3,2025-04-01,18:00:00,Lucca Martins,15,6,3
825,2,2025-07-07,15:00:00,Joana Silveira,15,10,4
826,4,2025-05-07,16:00:00,João Pinto,12,8,5
827,2,2025-04-15,15:00:00,Maria Cecília Martins,15,9,2
828,5,2025-07-27,10:00:00,Emanuella da Cunha,12,10,3
829,4,2025-06-03,09:00:00,Maria Duarte,12,11,3
830,4,2025-04-29,16:00:00,Maria Cecília Martins,12,5,1
831,4,2025-06-12,09:00:00,Ana Sophia da Costa,12,9,3
832,1,2025-05-20,10:00:00,Ana Sophia da Costa,15,7,1
833,3,2025-06-15,16:00:00,Heitor Teixeira,15,9,2
834,1,2025-07-02,15:00:00,Otávio Nogueira,15,5,4
835,4,2025-05-25,15:00:00,Luiz Miguel Caldeira,12,8,2
836,1,2025-05-18,10:00:00,Otávio Nogueira,15,15,1
837,1,2025-06-01,17:00:00,Dra. Evelyn Gonçalves,15,7,2
838,2,2025-06-18,08:00:00,Otávio Nogueira,15,8,2
839,2,2025-05-07,07:00:00,Maria Cecília Martins,15,7,3
840,3,2025-05-04,08:00:00,Emanuella da Cunha,15,14,1
841,4,2025-04-28,08:00:00,Sarah Dias,12,7,2
842,2,2025-06-02,10:00:00,Heitor Teixeira,15,14,2
843,3,2025-04-04,10:00:00,Agatha Nunes,15,13,1
844,4,2025-06-09,08:00:00,Lucca Martins,12,7,1
845,2,2025-05-29,17:00:00,Agatha Nunes,15,13,3
846,1,2025-06-13,07:00:00,Breno Cardoso,15,10,2
847,5,2025-06-29,08:00:00,João Pinto,12,11,2
848,4,2025-07-10,08:00:00,Otávio Nogueira,12,12,1
849,2,2025-07-10,09:00:00,Stella da Mata,15,8,2
850,1,2025-05-25,17:00:00,Thomas Azevedo,15,13,5
851,3,2025-07-06,08:00:00,Otávio Nogueira,15,11,2
852,2,2025-07-16,18:00:00,Otávio Nogueira,15,10,3
853,5,2025-04-02,09:00:00,Sarah Dias,12,11,3
